"Countries","areas","Reference year(s)","Age group","DTP3 (%)",Source,"Source (detailed)"
tgo,Togo,1981,"0-11 months",9,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
tgo,Togo,1982,"0-11 months",14,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
tgo,Togo,1983,"0-11 months",18,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
tgo,Togo,1984,"0-11 months",11,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
tgo,Togo,1985,"0-11 months",24,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
tgo,Togo,1986,"0-11 months",37,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
tgo,Togo,1987,"0-11 months",61,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
tgo,Togo,1988,"0-11 months",54,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
tgo,Togo,1989,"0-11 months",72,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
tgo,Togo,1990,"0-11 months",77,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
tgo,Togo,1991,"0-11 months",73,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
tgo,Togo,1992,"0-11 months",69,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
tgo,Togo,1993,"0-11 months",66,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
tgo,Togo,1994,"0-11 months",62,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
tgo,Togo,1995,"0-11 months",58,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
tgo,Togo,1996,"0-11 months",50,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
tgo,Togo,1997,"0-11 months",42,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
tgo,Togo,1998,"0-11 months",42,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
tgo,Togo,1999,"0-11 months",57,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
tgo,Togo,2000,"0-11 months",64,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
tgo,Togo,2001,"0-11 months",50,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
tgo,Togo,2002,"0-11 months",59,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
tgo,Togo,2003,"0-11 months",72,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
tgo,Togo,2004,"0-11 months",71,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
tgo,Togo,2005,"0-11 months",82,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
tgo,Togo,2006,"0-11 months",84,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
tgo,Togo,2007,"0-11 months",82,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
tgo,Togo,2008,"0-11 months",81,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
tgo,Togo,2009,"0-11 months",78,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
tgo,Togo,2010,"0-11 months",83,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
tgo,Togo,2011,"0-11 months",85,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
tgo,Togo,2012,"0-11 months",84,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
tgo,Togo,2013,"0-11 months",84,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
tha,Thailand,1980,"0-11 months",49,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
tha,Thailand,1981,"0-11 months",52,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
tha,Thailand,1982,"0-11 months",49,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
tha,Thailand,1983,"0-11 months",49,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
tha,Thailand,1984,"0-11 months",53,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
tha,Thailand,1985,"0-11 months",62,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
tha,Thailand,1986,"0-11 months",66,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
tha,Thailand,1987,"0-11 months",75,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
tha,Thailand,1988,"0-11 months",80,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
tha,Thailand,1989,"0-11 months",84,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
tha,Thailand,1990,"0-11 months",92,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
tha,Thailand,1991,"0-11 months",90,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
tha,Thailand,1992,"0-11 months",85,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
tha,Thailand,1993,"0-11 months",89,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
tha,Thailand,1994,"0-11 months",93,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
tha,Thailand,1995,"0-11 months",96,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
tha,Thailand,1996,"0-11 months",94,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
tha,Thailand,1997,"0-11 months",95,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
tha,Thailand,1998,"0-11 months",96,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
tha,Thailand,1999,"0-11 months",97,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
tha,Thailand,2000,"0-11 months",97,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
tha,Thailand,2001,"0-11 months",96,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
tha,Thailand,2002,"0-11 months",96,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
tha,Thailand,2003,"0-11 months",98,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
tha,Thailand,2004,"0-11 months",98,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
tha,Thailand,2005,"0-11 months",98,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
tha,Thailand,2006,"0-11 months",98,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
tha,Thailand,2007,"0-11 months",98,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
tha,Thailand,2008,"0-11 months",99,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
tha,Thailand,2009,"0-11 months",99,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
tha,Thailand,2010,"0-11 months",99,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
tha,Thailand,2011,"0-11 months",99,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
tha,Thailand,2012,"0-11 months",99,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
tha,Thailand,2013,"0-11 months",99,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
tjk,Tajikistan,1992,"0-11 months",72,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
tjk,Tajikistan,1993,"0-11 months",64,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
tjk,Tajikistan,1994,"0-11 months",81,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
tjk,Tajikistan,1995,"0-11 months",80,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
tjk,Tajikistan,1996,"0-11 months",75,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
tjk,Tajikistan,1997,"0-11 months",81,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
tjk,Tajikistan,1998,"0-11 months",79,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
tjk,Tajikistan,1999,"0-11 months",82,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
tjk,Tajikistan,2000,"0-11 months",83,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
tjk,Tajikistan,2001,"0-11 months",85,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
tjk,Tajikistan,2002,"0-11 months",85,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
tjk,Tajikistan,2003,"0-11 months",85,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
tjk,Tajikistan,2004,"0-11 months",86,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
tjk,Tajikistan,2005,"0-11 months",84,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
tjk,Tajikistan,2006,"0-11 months",83,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
tjk,Tajikistan,2007,"0-11 months",86,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
tjk,Tajikistan,2008,"0-11 months",86,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
tjk,Tajikistan,2009,"0-11 months",93,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
tjk,Tajikistan,2010,"0-11 months",93,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
tjk,Tajikistan,2011,"0-11 months",96,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
tjk,Tajikistan,2012,"0-11 months",94,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
tjk,Tajikistan,2013,"0-11 months",96,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
tkm,Turkmenistan,1992,"0-11 months",84,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
tkm,Turkmenistan,1993,"0-11 months",73,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
tkm,Turkmenistan,1994,"0-11 months",90,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
tkm,Turkmenistan,1995,"0-11 months",93,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
